,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
35,2015-06-22,564.0,,,,,,,,,,,0
36,2015-06-23,581.0,,,,,,,,,,,0
37,2015-06-24,575.75,,,,,,,,,,,0
38,2015-06-25,587.25,,,,,,,,,,,0
39,2015-06-26,609.25,2015-06-26,SLD,-9.0,586.5,WEAT US EQUITY_MWEC2 COMDTY_2,EXIT,,2015-06-26,,586.5,0
40,2015-06-26,609.25,2015-06-26,SLD,-9.0,586.5,WEAT US EQUITY_MWEC2 COMDTY_3,EXIT,,2015-06-26,,586.5,0
41,2015-06-29,618.75,,,,,,,,,,,0
42,2015-06-30,637.25,,,,,,,,,,,0
43,2015-07-01,622.0,,,,,,,,,,,0
44,2015-07-02,624.0,,,,,,,,,,,0
45,2015-07-06,631.25,,,,,,,,,,,0
46,2015-07-07,623.5,,,,,,,,,,,0
47,2015-07-08,619.0,,,,,,,,,,,0
48,2015-07-09,619.0,,,,,,,,,,,0
49,2015-07-10,607.5,2015-07-10,BOT,8.0,617.0,WEAT US EQUITY_MWEC2 COMDTY_4,ENTER,,2015-07-10,,617.0,0
50,2015-07-13,597.25,,,,,,,,,,,0
51,2015-07-14,591.25,,,,,,,,,,,0
52,2015-07-15,604.75,,,,,,,,,,,0
53,2015-07-16,598.25,,,,,,,,,,,0
54,2015-07-17,591.0,2015-07-17,BOT,8.0,593.75,WEAT US EQUITY_MWEC2 COMDTY_5,ENTER,,2015-07-17,,593.75,0
55,2015-07-20,576.0,,,,,,,,,,,0
56,2015-07-21,574.5,,,,,,,,,,,0
57,2015-07-22,565.25,,,,,,,,,,,0
58,2015-07-23,569.75,,,,,,,,,,,0
59,2015-07-24,562.5,2015-07-24,SLD,-8.0,569.0,WEAT US EQUITY_MWEC2 COMDTY_4,EXIT,,2015-07-24,,569.0,0
60,2015-07-24,562.5,2015-07-24,SLD,-8.0,569.0,WEAT US EQUITY_MWEC2 COMDTY_5,EXIT,,2015-07-24,,569.0,0
61,2015-07-27,554.5,,,,,,,,,,,0
62,2015-07-28,557.5,,,,,,,,,,,0
63,2015-07-29,546.5,,,,,,,,,,,0
64,2015-07-30,543.75,,,,,,,,,,,0
65,2015-07-31,541.0,2015-07-31,BOT,9.0,544.0,WEAT US EQUITY_MWEC2 COMDTY_6,ENTER,,2015-07-31,,544.0,0
66,2015-08-03,534.25,,,,,,,,,,,0
67,2015-08-04,531.0,,,,,,,,,,,0
68,2015-08-05,532.5,,,,,,,,,,,0
69,2015-08-06,534.5,,,,,,,,,,,0
70,2015-08-07,541.25,2015-08-07,BOT,9.0,534.0,WEAT US EQUITY_MWEC2 COMDTY_7,ENTER,,2015-08-07,,534.0,0
71,2015-08-10,550.5,,,,,,,,,,,0
72,2015-08-11,535.25,,,,,,,,,,,0
73,2015-08-12,525.75,,,,,,,,,,,0
74,2015-08-13,534.0,,,,,,,,,,,0
75,2015-08-14,533.75,2015-08-14,BOT,10.0,534.25,WEAT US EQUITY_MWEC2 COMDTY_8,ENTER,,2015-08-14,,534.25,0
76,2015-08-17,528.5,,,,,,,,,,,0
77,2015-08-18,523.25,,,,,,,,,,,0
78,2015-08-19,522.75,,,,,,,,,,,0
79,2015-08-20,527.75,,,,,,,,,,,0
80,2015-08-21,518.5,2015-08-21,BOT,10.0,525.75,WEAT US EQUITY_MWEC2 COMDTY_9,ENTER,,2015-08-21,,525.75,0
81,2015-08-24,522.0,,,,,,,,,,,0
82,2015-08-25,514.0,,,,,,,,,,,0
83,2015-08-26,514.0,,,,,,,,,,,0
84,2015-08-27,513.5,,,,,,,,,,,0
85,2015-08-28,511.5,2015-08-28,BOT,10.0,513.0,WEAT US EQUITY_MWEC2 COMDTY_10,ENTER,,2015-08-28,,513.0,0
86,2015-08-31,514.5,,,,,,,,,,,0
87,2015-09-01,511.25,,,,,,,,,,,0
88,2015-09-02,508.25,,,,,,,,,,,0
89,2015-09-03,500.25,,,,,,,,,,,0
90,2015-09-04,503.25,2015-09-04,BOT,10.0,500.0,WEAT US EQUITY_MWEC2 COMDTY_11,ENTER,,2015-09-04,,500.0,0
91,2015-09-08,505.0,,,,,,,,,,,0
92,2015-09-09,505.25,,,,,,,,,,,0
93,2015-09-10,508.75,,,,,,,,,,,0
94,2015-09-11,511.5,2015-09-11,SLD,-9.0,508.0,WEAT US EQUITY_MWEC2 COMDTY_6,EXIT,,2015-09-11,,508.0,0
95,2015-09-11,511.5,2015-09-11,SLD,-9.0,508.0,WEAT US EQUITY_MWEC2 COMDTY_7,EXIT,,2015-09-11,,508.0,0
96,2015-09-11,511.5,2015-09-11,SLD,-10.0,508.0,WEAT US EQUITY_MWEC2 COMDTY_8,EXIT,,2015-09-11,,508.0,0
97,2015-09-11,511.5,2015-09-11,SLD,-10.0,508.0,WEAT US EQUITY_MWEC2 COMDTY_9,EXIT,,2015-09-11,,508.0,0
98,2015-09-11,511.5,2015-09-11,SLD,-10.0,508.0,WEAT US EQUITY_MWEC2 COMDTY_10,EXIT,,2015-09-11,,508.0,0
99,2015-09-11,511.5,2015-09-11,SLD,-10.0,508.0,WEAT US EQUITY_MWEC2 COMDTY_11,EXIT,,2015-09-11,,508.0,0
100,2015-09-14,524.75,,,,,,,,,,,0
101,2015-09-15,534.0,,,,,,,,,,,0
102,2015-09-16,531.0,,,,,,,,,,,0
103,2015-09-17,524.5,,,,,,,,,,,0
104,2015-09-18,525.25,,,,,,,,,,,0
105,2015-09-21,531.75,,,,,,,,,,,0
106,2015-09-22,531.0,,,,,,,,,,,0
107,2015-09-23,540.75,,,,,,,,,,,0
108,2015-09-24,527.75,,,,,,,,,,,0
109,2015-09-25,536.25,,,,,,,,,,,0
110,2015-09-28,536.75,,,,,,,,,,,0
111,2015-09-29,534.0,,,,,,,,,,,0
112,2015-09-30,540.75,,,,,,,,,,,0
113,2015-10-01,544.5,,,,,,,,,,,0
114,2015-10-02,540.0,,,,,,,,,,,0
115,2015-10-05,543.5,,,,,,,,,,,0
116,2015-10-06,553.25,,,,,,,,,,,0
117,2015-10-07,544.5,,,,,,,,,,,0
118,2015-10-08,543.25,,,,,,,,,,,0
119,2015-10-09,542.0,,,,,,,,,,,0
120,2015-10-12,541.75,,,,,,,,,,,0
121,2015-10-13,549.0,,,,,,,,,,,0
122,2015-10-14,539.25,,,,,,,,,,,0
123,2015-10-15,537.25,,,,,,,,,,,0
124,2015-10-16,525.5,2015-10-16,BOT,9.0,535.5,WEAT US EQUITY_MWEC2 COMDTY_12,ENTER,,2015-10-16,,535.5,0
125,2015-10-19,518.5,,,,,,,,,,,0
126,2015-10-20,523.25,,,,,,,,,,,0
127,2015-10-21,525.75,,,,,,,,,,,0
128,2015-10-22,522.0,,,,,,,,,,,0
129,2015-10-23,522.25,2015-10-23,BOT,10.0,522.0,WEAT US EQUITY_MWEC2 COMDTY_13,ENTER,,2015-10-23,,522.0,0
130,2015-10-26,534.0,,,,,,,,,,,0
131,2015-10-27,529.75,,,,,,,,,,,0
132,2015-10-28,529.0,,,,,,,,,,,0
133,2015-10-29,532.0,,,,,,,,,,,0
134,2015-10-30,535.5,2015-10-30,SLD,-9.0,530.75,WEAT US EQUITY_MWEC2 COMDTY_12,EXIT,,2015-10-30,,530.75,0
135,2015-10-30,535.5,2015-10-30,SLD,-10.0,530.75,WEAT US EQUITY_MWEC2 COMDTY_13,EXIT,,2015-10-30,,530.75,0
