,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
77,2020-09-15,524.25,2020-09-15,BOT,10.0,530.25,WEAT US EQUITY_MWEC1 COMDTY_10,ENTER,,2020-09-15,,530.25,0
78,2020-09-16,531.5,,,,,,,,,,,0
79,2020-09-17,541.5,,,,,,,,,,,0
80,2020-09-18,551.25,2020-09-18,SLD,-10.0,540.0,WEAT US EQUITY_MWEC1 COMDTY_10,EXIT,,2020-09-18,,540.0,0
81,2020-09-21,534.75,,,,,,,,,,,0
82,2020-09-22,539.75,,,,,,,,,,,0
83,2020-09-23,533.0,,,,,,,,,,,0
84,2020-09-24,534.75,,,,,,,,,,,0
85,2020-09-25,529.75,2020-09-25,BOT,9.0,534.0,WEAT US EQUITY_MWEC1 COMDTY_11,ENTER,,2020-09-25,,534.0,0
86,2020-09-28,529.5,,,,,,,,,,,0
87,2020-09-29,524.5,,,,,,,,,,,0
88,2020-09-30,540.25,,,,,,,,,,,0
89,2020-10-01,533.5,,,,,,,,,,,0
90,2020-10-02,531.75,2020-10-02,SLD,-9.0,532.5,WEAT US EQUITY_MWEC1 COMDTY_11,EXIT,,2020-10-02,,532.5,0
91,2020-10-05,535.5,,,,,,,,,,,0
92,2020-10-06,538.25,,,,,,,,,,,0
93,2020-10-07,549.25,,,,,,,,,,,0
94,2020-10-08,542.5,,,,,,,,,,,0
95,2020-10-09,543.75,,,,,,,,,,,0
96,2020-10-12,542.75,,,,,,,,,,,0
97,2020-10-13,544.25,,,,,,,,,,,0
98,2020-10-14,546.0,,,,,,,,,,,0
99,2020-10-15,558.75,,,,,,,,,,,0
100,2020-10-16,559.75,2020-10-16,BOT,9.0,558.5,WEAT US EQUITY_MWEC1 COMDTY_12,ENTER,,2020-10-16,,558.5,0
101,2020-10-19,569.25,,,,,,,,,,,0
102,2020-10-20,577.75,,,,,,,,,,,0
103,2020-10-21,582.5,,,,,,,,,,,0
104,2020-10-22,574.5,,,,,,,,,,,0
105,2020-10-23,577.5,2020-10-23,SLD,-9.0,573.0,WEAT US EQUITY_MWEC1 COMDTY_12,EXIT,,2020-10-23,,573.0,0
106,2020-10-26,565.0,,,,,,,,,,,0
107,2020-10-27,561.5,,,,,,,,,,,0
108,2020-10-28,552.0,,,,,,,,,,,0
109,2020-10-29,552.25,,,,,,,,,,,0
110,2020-10-30,552.25,2020-10-30,BOT,9.0,552.0,WEAT US EQUITY_MWEC1 COMDTY_13,ENTER,,2020-10-30,,552.0,0
